"СountryID"|"RegionID"|"RegionName"
23|"298"|"Люблинское воеводство"
25|"299"|"Штат Индиана"
29|"300"|"Провинция Газиантеп"
31|"301"|"Черниговская область"
33|"302"|"Нижний Рейн"
49|"303"|"Хунань"
10|"304"|"Шида-Картли"
17|"305"|"Тельшяйский уезд"
25|"306"|"Штат Канзас"
38|"307"|"Ида-Вирумаа"
41|"308"|"Лацио"
60|"309"|"Федеральный округ"
17|"310"|"Мариямпольский уезд"
20|"311"|"Дренте"
25|"312"|"Штат Орегон"
31|"313"|"Черновицкая область"
32|"314"|"Пирканмаа"
40|"315"|"Варненская область"
42|"316"|"Провинция Британская Колумбия"
61|"317"|"Мухафаза Хомс"
18|"318"|"Неизвестно"
32|"319"|"Кюменлааксо"
41|"320"|"Сицилия"
52|"321"|"Провинция Пхукет"
62|"322"|"Хёвюдборгарсвайдид"
12|"323"|"Южный АО"
25|"324"|"Штат Юта"
41|"325"|"Фриули-Венеция-Джулия"
1|"326"|"Нахичеванская Автономная Республика"
10|"327"|"Самегрело и Земо-Сванети"
40|"328"|"Русенская область"
63|"329"|"Неизвестно"
29|"330"|"Провинция Мугла"
40|"331"|"Габровская область"
57|"332"|"Новый Южный Уэльс"
11|"333"|"Центральная Ютландия"
23|"334"|"Западно-Поморское воеводство"
32|"335"|"Кески-Суоми"
40|"336"|"Сливенская область"
30|"337"|"Кашкадарьинская область"
40|"338"|"Перникская область"
47|"339"|"Арагон"
29|"340"|"Провинция Конья"
33|"341"|"Луаре"
40|"342"|"Добричская область"
54|"343"|"Банскобистрицкий край"
8|"344"|"Хайду-Бихар"
12|"345"|"Северный АО"
26|"346"|"Южно-Банатский округ"
31|"347"|"Черкасская область"
32|"348"|"Этеля-Саво"
40|"349"|"Старозагорская область"
46|"350"|"Провинция Намюр"
7|"351"|"Область Абердиншир"
8|"352"|"Ноград"
9|"353"|"Свободное государство Саксония"
30|"354"|"Республика Каракалпакстан"
48|"355"|"Центральная Македония"
57|"356"|"Австралийская столичная территория"
64|"357"|"Неизвестно"
65|"358"|"Западная провинция"
7|"359"|"Графство Мерсисайд"
15|"360"|"Джалал-Абадская область"
16|"361"|"Сигулдский край"
36|"362"|"Кантон Базель-Штадт"
40|"363"|"Великотырновская область"
47|"364"|"Каталония"
60|"365"|"Штат Кинтана-Роо"
66|"366"|"Неизвестно"
67|"367"|"Неизвестно"
2|"368"|"Область Тавуш"
9|"369"|"Нижняя Саксония"
41|"370"|"Тоскана"
68|"371"|"Неизвестно"
8|"372"|"Комаром-Эстергом"
25|"373"|"Штат Алабама"
29|"374"|"Провинция Адана"
29|"375"|"Провинция Диярбакыр"
7|"376"|"Графство Хэмпшир"
11|"377"|"Столичная область"
28|"378"|"Горно-Бадахшанская автономная область"
69|"379"|"Мухафаза Александрия"
70|"380"|"Столичный регион"
19|"381"|"Херсонская область"
20|"382"|"Провинция Гронинген"
25|"383"|"Штат Коннектикут"
25|"384"|"Штат Мичиган"
25|"385"|"Штат Монтана"
52|"386"|"Провинция Краби"
71|"387"|"Графство Дублин"
8|"388"|"Фейер"
32|"389"|"Лапландия"
34|"390"|"Приморско-Горанская жупания"
37|"391"|"Лен Сконе"
47|"392"|"Андалусия"
52|"393"|"Провинция Чианграй"
72|"394"|"Неизвестно"
2|"395"|"Область Арарат"
25|"396"|"Штат Колорадо"
26|"397"|"Подунайский округ"
25|"398"|"Штат Миссисипи"
25|"399"|"Штат Нью-Гэмпшир"
26|"400"|"Борский округ"
40|"401"|"Тырговиштская область"
52|"402"|"Провинция Паттани"
25|"403"|"Штат Оклахома"
73|"404"|"Неизвестно"
25|"405"|"Штат Висконсин"
6|"406"|"Штат Сан-Паулу"
25|"407"|"Штат Кентукки"
29|"408"|"Провинция Кайсери"
29|"409"|"Провинция Мерсин"
41|"410"|"Апулия"
32|"411"|"Этеля-Карьяла"
33|"412"|"Буш-дю-Рон"
17|"413"|"Алитусский уезд"
21|"414"|"Ругаланд"
32|"415"|"Этеля-Похьянмаа"
40|"416"|"Ловечская область"
1|"417"|"Гёйгёльский район"
26|"418"|"Нишавский округ"
38|"419"|"Ляэне-Вирумаа"
74|"420"|"Провинция Бали"
8|"421"|"Тольна"
20|"422"|"Гелдерланд"
43|"423"|"Нижнепосавский регион"
75|"424"|"Округ Лиссабон"
13|"425"|"Тамилнад"
37|"426"|"Лен Вестерноррланд"
37|"427"|"Лен Эстергётланд"
76|"428"|"Столичная область"
47|"429"|"Страна Басков"
22|"430"|"Эмират Рас-эль-Хайма"
29|"431"|"Провинция Самсун"
32|"432"|"Варсинайс-Суоми"
40|"433"|"Силистренская область"
47|"434"|"Провинция Валенсия"
62|"435"|"Судурнэс"
69|"436"|"Мухафаза Кальюбия"
77|"437"|"Неизвестно"
78|"438"|"Департамент Монтевидео"
7|"439"|"Графство Западный Йоркшир"
29|"440"|"Провинция Айдын"
29|"441"|"Провинция Чанаккале"
29|"442"|"Провинция Эскишехир"
33|"443"|"Эр"
49|"444"|"Шаньдун"
52|"445"|"Провинция Чиангмай"
79|"446"|"Неизвестно"
80|"447"|"Неизвестно"
7|"448"|"Графство Уилтшир"
41|"449"|"Эмилия-Романья"
52|"450"|"Провинция Районг"
49|"451"|"Чжэцзян"
7|"452"|"Графство Бристоль"
25|"453"|"Штат Аляска"
37|"454"|"Лен Емтланд"
81|"455"|"Неизвестно"
25|"456"|"Штат Вайоминг"
29|"457"|"Провинция Коджаэли"
37|"458"|"Лен Кальмар"
1|"459"|"Масаллинский район"
30|"460"|"Сырдарьинская область"
49|"461"|"Хэбэй"
25|"462"|"Штат Западная Вирджиния"
29|"463"|"Провинция Ризе"
31|"464"|"Сумская область"
52|"465"|"Провинция Наратхиват"
52|"466"|"Провинция Сатун"
33|"467"|"Сен-Сен-Дени"
60|"468"|"Штат Нуэво-Леон"
82|"469"|"Эд-Доха"
83|"470"|"Мухафаза Бейрут"
29|"471"|"Провинция Денизли"
29|"472"|"Провинция Трабзон"
33|"473"|"Тарн-э-Гаронн"
36|"474"|"Неизвестно"
39|"475"|"Префектура Осака"
57|"476"|"Западная Австралия"
29|"477"|"Провинция Сакарья"
84|"478"|"Неизвестно"
29|"479"|"Провинция Балыкесир"
85|"480"|"Федеральный округ Венесуэлы"
86|"481"|"Мухафаза Басра"
10|"482"|"Квемо-Картли"
25|"483"|"Штат Теннесси"
39|"484"|"Префектура Фукуока"
1|"485"|"Дашкесанский район"
29|"486"|"Провинция Текирдаг"
29|"487"|"Провинция Маниса"
52|"488"|"Провинция Сукхотай"
52|"489"|"Провинция Транг"
52|"490"|"Провинция Чаченгсау"
21|"491"|"Мёре-ог-Ромсдал"
29|"492"|"Провинция Чанкыры"
29|"493"|"Провинция Ялова"
33|"494"|"Вал-де-Марн"
49|"495"|"Гуандун"
85|"496"|"Штат Сулия"
29|"497"|"Провинция Кютахья"
25|"498"|"Штат Род-Айленд"
25|"499"|"Штат Южная Дакота"
49|"500"|"Неизвестно"
74|"501"|"Провинция Северная Суматра"
74|"502"|"Столичный округ Джакарта"
52|"503"|"Провинция Канчанабури"
52|"504"|"Провинция Ройет"
29|"505"|"Провинция Батман"
69|"506"|"Мухафаза Каир"
86|"507"|"Мухафаза Эрбиль"
30|"508"|"Ташкентская область"
29|"509"|"Провинция Гиресун"
74|"510"|"Провинция Центральная Ява"
39|"511"|"Префектура Канагава"
55|"512"|"Канвондо"
60|"513"|"Штат Мичоакан"
65|"514"|"Южная провинция"
87|"515"|"Неизвестно"
33|"516"|"Приморские Альпы"
88|"517"|"Неизвестно"
28|"518"|"Хатлонская область"
29|"519"|"Провинция Аксарай"
29|"520"|"Провинция Шанлыурфа"
89|"521"|"Федеральная столичная территория"
37|"522"|"Лен Вестерботтен"
41|"523"|"Пьемонт"
1|"524"|"Шамкирский район"
25|"525"|"Штат Айдахо"
25|"526"|"Штат Небраска"
52|"527"|"Провинция Убонратчатхани"
90|"528"|"Провинция Самана"
7|"529"|"Графство Антрим"
44|"530"|"Южночешский край"
6|"531"|"Штат Санта-Катарина"
25|"532"|"Штат Мэн"
56|"533"|"Провинция Кханьхоа"
33|"534"|"О-де-Сен"
60|"535"|"Штат Пуэбла"
29|"536"|"Провинция Зонгулдак"
84|"537"|"Штат Джохор"
29|"538"|"Провинция Ширнак"
13|"539"|"Ассам"
20|"540"|"Лимбург"
7|"541"|"Область Глазго"
49|"542"|"Хубэй"
52|"543"|"Провинция Аюттхая"
9|"544"|"Вольный ганзейский город Бремен"
52|"545"|"Провинция Нонтхабури"
52|"546"|"Провинция Сонгкхла"
91|"547"|"Неизвестно"
29|"548"|"Провинция Ыспарта"
92|"549"|"Неизвестно"
7|"550"|"Область Эдинбург"
13|"551"|"Керала"
25|"552"|"Штат Гавайи"
42|"553"|"Неизвестно"
44|"554"|"Карловарский край"
29|"555"|"Провинция Артвин"
52|"556"|"Провинция Уттарадит"
93|"557"|"Багмати"
51|"558"|"Район Кирения"
65|"559"|"Северо-Западная провинция"
29|"560"|"Провинция Афьонкарахисар"
30|"561"|"Сурхандарьинская область"
41|"562"|"Венето"
86|"563"|"Мухафаза Нинава"
52|"564"|"Провинция Ангтхонг"
7|"565"|"Графство Линкольншир"
15|"566"|"Таласская область"
29|"567"|"Провинция Мардин"
29|"568"|"Провинция Биледжик"
29|"569"|"Провинция Сивас"
47|"570"|"Провинция Мурсия"
85|"571"|"Штат Ансоатеги"
49|"572"|"Хэнань"
49|"573"|"Шаньси"
28|"574"|"Вахдатский район"
94|"575"|"Столичный округ Богота"
39|"576"|"Префектура Тиба"
44|"577"|"Среднечешский край"
95|"578"|"Неизвестно"
96|"579"|"Остан Тегеран"
96|"580"|"Остан Хорасан-Резави"
10|"581"|"Гурия"
21|"582"|"Хордаланн"
25|"583"|"Штат Вермонт"
75|"584"|"Округ Порту"
29|"585"|"Провинция Хатай"
76|"586"|"Область Антофагаста"
9|"587"|"Саксония-Анхальт"
9|"588"|"Шлезвиг-Гольштейн"
49|"589"|"Хэйлунцзян"
52|"590"|"Провинция Чонбури"
69|"591"|"Мухафаза Южный Синай"
33|"592"|"Верхняя Гаронна"
7|"593"|"Графство Бакингемшир"
13|"594"|"Телангана"
37|"595"|"Лен Уппсала"
44|"596"|"Краловеградецкий край"
97|"597"|"Неизвестно"
98|"598"|"Неизвестно"
86|"599"|"Мухафаза Багдад"
2|"600"|"Область Вайоц-Дзор"
29|"601"|"Провинция Невшехир"
7|"602"|"Графство Восточный Йоркшир"
29|"603"|"Провинция Кыркларели"
7|"604"|"Графство Ноттингемшир"
99|"605"|"Неизвестно"
7|"606"|"Графство Кент"
29|"607"|"Провинция Бурдур"
34|"608"|"Вараждинская жупания"
7|"609"|"Графство Дербишир"
7|"610"|"Графство Беркшир"
6|"611"|"Федеральный округ"
29|"612"|"Провинция Караман"
33|"613"|"Эссон"
69|"614"|"Мухафаза Суэц"
1|"615"|"Кахский район"
22|"616"|"Эмират Аджман"
100|"617"|"Неизвестно"
1|"618"|"Загатальский район"
9|"619"|"Мекленбург-Передняя Померания"
29|"620"|"Провинция Токат"
77|"621"|"Провинция Корриентес"
13|"622"|"Чхаттисгарх"
15|"623"|"Чуйская область"
33|"624"|"Верхняя Савойя"
101|"625"|"Неизвестно"
102|"626"|"Неизвестно"
13|"627"|"Гоа"
15|"628"|"Баткенская область"
52|"629"|"Провинция Пхичит"
25|"630"|"Штат Арканзас"
33|"631"|"Жиронда"
42|"632"|"Провинция Альберта"
103|"633"|"Неизвестно"
47|"634"|"Галисия"
76|"635"|"Область Арика-и-Паринакота"
52|"636"|"Провинция Сураттани"
104|"637"|"Провинция Гуаяс"
103|"638"|"Лебапский велаят"
33|"639"|"Пюи-де-Дом"
13|"640"|"Гуджарат"
75|"641"|"Округ Сетубал"
103|"642"|"Балканский велаят"
33|"643"|"Верхняя Вьенна"
51|"644"|"Район Ларнака"
52|"645"|"Провинция Кампхэнгпхет"
86|"646"|"Мухафаза Сулеймания"
41|"647"|"Лигурия"
28|"648"|"Турсунзадевский район"
49|"649"|"Сычуань"
69|"650"|"Мухафаза Эль-Гиза"
54|"651"|"Жилинский край"
49|"652"|"Аньхой"
84|"653"|"Штат Селангор"
29|"654"|"Провинция Килис"
63|"655"|"Регион Куско"
91|"656"|"Аймак Орхон"
105|"657"|"Неизвестно"
20|"658"|"Флеволанд"
41|"659"|"Трентино - Альто-Адидже"
36|"660"|"Кантон Шаффхаузен"
33|"661"|"Дё-Севр"
29|"662"|"Провинция Нигде"
74|"663"|"Провинция Западная Ява"
106|"664"|"Неизвестно"
36|"665"|"Кантон Люцерн"
7|"666"|"Графство Кембриджшир"
71|"667"|"Графство Слайго"
74|"668"|"Провинция Восточная Ява"
107|"669"|"Неизвестно"
35|"670"|"Община Цетине"
35|"671"|"Община Никшич"
46|"672"|"Лимбург"
39|"673"|"Префектура Ямагата"
46|"674"|"Провинция Антверпен"
1|"675"|"Кубинский район"
49|"676"|"Ганьсу"
64|"677"|"Тимиш"
9|"678"|"Рейнланд-Пфальц"
76|"679"|"Область Кокимбо"
6|"680"|"Штат Парана"
18|"681"|"Гагаузия"
49|"682"|"Ляонин"
69|"683"|"Мухафаза Красное Море"
33|"684"|"Ивелин"
108|"685"|"Неизвестно"
49|"686"|"Цзянсу"
85|"687"|"Штат Нуэва-Эспарта"
33|"688"|"Воклюз"
22|"689"|"Эмират Эль-Фуджайра"
29|"690"|"Провинция Кахраманмараш"
47|"691"|"Канарские острова"
71|"692"|"Графство Корк"
3|"693"|"Область Дакка"
109|"694"|"Сент-Майкл"
33|"695"|"Лионская метрополия"
16|"696"|"Прейльский край"
52|"697"|"Провинция Накхонратчасима"
77|"698"|"Провинция Буэнос-Айрес"
13|"699"|"Чандигарх"
96|"700"|"Остан Восточный Азербайджан"
55|"701"|"Чолла-Намдо"
60|"702"|"Штат Тамаулипас"
41|"703"|"Калабрия"
6|"704"|"Штат Баия"
13|"705"|"Андхра-Прадеш"
46|"706"|"Западная Фландрия"
110|"707"|"Неизвестно"
33|"708"|"Од"
52|"709"|"Провинция Накхонсаван"
94|"710"|"Департамент Антьокия"
52|"711"|"Провинция Чайнат"
55|"712"|"Кёнсан-Намдо"
29|"713"|"Провинция Эрзурум"
55|"714"|"Кёнгидо"
7|"715"|"Графство Чешир"
52|"716"|"Провинция Прачуапкхирикхан"
41|"717"|"Кампания"
9|"718"|"Свободное государство Тюрингия"
56|"719"|"Провинция Нгеан"
74|"720"|"Провинция Западные Малые Зондские острова"
111|"721"|"Неизвестно"
51|"722"|"Район Фамагуста"
74|"723"|"Провинция Южный Сулавеси"
75|"724"|"Округ Виана-ду-Каштелу"
73|"725"|"Атолл Каафу"
15|"726"|"Нарынская область"
42|"727"|"Провинция Новая Шотландия"
1|"728"|"Аджикабулский район"
52|"729"|"Провинция Лёй"
1|"730"|"Астаринский район"
60|"731"|"Штат Веракрус"
13|"732"|"Уттар-Прадеш"
63|"733"|"Регион Пьюра"
70|"734"|"Провинция Восточный Миндоро"
13|"735"|"Уттаракханд"
112|"736"|"Неизвестно"
12|"737"|"Округ Иудея и Самария"
33|"738"|"Сона-э-Луара"
9|"739"|"Саар"
49|"740"|"Фуцзянь"
3|"741"|"Область Кхулна"
10|"742"|"Мцхета-Мтианети"
1|"743"|"Бардинский район"
84|"744"|"Штат Кедах"
29|"745"|"Провинция Амасья"
113|"746"|"Неизвестно"
33|"747"|"Савуа"
39|"748"|"Префектура Хиросима"
114|"749"|"Неизвестно"
49|"750"|"Гуанси"
49|"751"|"Гуйчжоу"
115|"752"|"Неизвестно"
52|"753"|"Провинция Наконпатом"
29|"754"|"Провинция Эдирне"
70|"755"|"Провинция Батангас"
85|"756"|"Штат Боливар"
29|"757"|"Провинция Орду"
116|"758"|"Неизвестно"
6|"759"|"Штат Риу-Гранди-ду-Сул"
7|"760"|"Графство Тайн-энд-Уир"
41|"761"|"Умбрия"
46|"762"|"Восточная Фландрия"
56|"763"|"Провинция Каобанг"
117|"764"|"Неизвестно"
118|"765"|"Неизвестно"
119|"766"|"Неизвестно"
70|"767"|"Провинция Себу"
36|"768"|"Кантон Берн"
46|"769"|"Провинция Льеж"
36|"770"|"Кантон Цуг"
70|"771"|"Провинция Южный Давао"
7|"772"|"Графство Ланкашир"
85|"773"|"Штат Карабобо"
89|"774"|"Провинция Пенджаб"
33|"775"|"Сен-Маритим"
1|"776"|"Геранбойский район"
36|"777"|"Кантон Граубюнден"
60|"778"|"Штат Нижняя Калифорния"
120|"779"|"Неизвестно"
60|"780"|"Штат Халиско"
70|"781"|"Провинция Кесон"
6|"782"|"Штат Сеара"
33|"783"|"Эр и Луар"
25|"784"|"Штат Нью-Мексико"
121|"785"|"Департамент Ла-Пас"
29|"786"|"Провинция Синоп"
29|"787"|"Провинция Ван"
122|"788"|"Неизвестно"
29|"789"|"Провинция Ушак"
21|"790"|"Нурланн"
3|"791"|"Область Читтагонг"
1|"792"|"Казахский район"
123|"793"|"Неизвестно"
1|"794"|"Нефтечалинский район"
93|"795"|"Гандаки"
74|"796"|"Провинция Лампунг"
48|"797"|"Крит"
69|"798"|"Мухафаза Матрух"
